"Date","Price","Open","High","Low","Vol.","Change %"
"31-05-2022","55,566.41","55,622.01","55,925.62","55,369.14","8.27M","-0.64%"
"30-05-2022","55,925.74","55,507.75","56,082.65","55,466.30","5.94M","1.90%"
"27-05-2022","54,884.66","54,671.50","54,936.63","54,449.34","7.04M","1.17%"
"26-05-2022","54,252.53","53,950.84","54,346.22","53,425.25","7.48M","0.94%"
"25-05-2022","53,749.26","54,254.07","54,379.59","53,683.16","6.15M","-0.56%"
"24-05-2022","54,052.61","54,307.56","54,524.37","53,886.28","5.62M","-0.43%"
"23-05-2022","54,288.61","54,459.95","54,931.30","54,191.55","7.09M","-0.07%"
"20-05-2022","54,326.39","53,513.97","54,396.43","53,403.29","7.58M","2.91%"
"19-05-2022","52,792.23","53,070.30","53,356.04","52,669.51","9.15M","-2.61%"
"18-05-2022","54,208.53","54,554.89","54,786.00","54,130.89","5.81M","-0.20%"
"17-05-2022","54,318.47","53,285.19","54,399.42","53,176.02","7.44M","2.54%"
"16-05-2022","52,973.84","52,946.32","53,428.28","52,632.48","4.77M","0.34%"
"13-05-2022","52,793.62","53,565.74","53,785.71","52,654.89","9.28M","-0.26%"
"12-05-2022","52,930.31","53,608.35","53,632.55","52,702.30","6.86M","-2.14%"
"11-05-2022","54,088.39","54,544.91","54,598.55","53,519.30","7.17M","-0.51%"
"10-05-2022","54,364.85","54,309.31","54,857.02","54,226.33","8.04M","-0.19%"
"09-05-2022","54,470.67","54,188.21","54,795.47","53,918.02","9.26M","-0.67%"
"06-05-2022","54,835.58","54,928.29","55,070.12","54,586.75","8.05M","-1.56%"
"05-05-2022","55,702.23","56,255.07","56,566.80","55,613.82","8.22M","0.06%"
"04-05-2022","55,669.03","57,124.91","57,184.21","55,501.60","50.75M","-2.29%"
"02-05-2022","56,975.99","56,429.45","57,054.23","56,412.62","7.92M","-0.15%"
"29-04-2022","57,060.87","57,817.51","57,975.48","56,902.30","9.50M","-0.80%"
"28-04-2022","57,521.06","57,296.31","57,790.85","56,936.94","7.11M","1.23%"
"27-04-2022","56,819.39","56,983.68","57,079.03","56,584.04","6.57M","-0.94%"
"26-04-2022","57,356.61","57,066.24","57,442.24","56,904.51","7.34M","1.37%"
"25-04-2022","56,579.89","56,757.64","56,875.65","56,356.87","7.05M","-1.08%"
"22-04-2022","57,197.15","57,531.95","57,689.86","57,134.72","7.58M","-1.23%"
"21-04-2022","57,911.68","57,458.60","57,991.53","57,311.86","8.00M","1.53%"
"20-04-2022","57,037.50","56,741.43","57,216.51","56,521.33","7.58M","1.02%"
"19-04-2022","56,463.15","57,381.77","57,464.08","56,009.07","13.46M","-1.23%"
"18-04-2022","57,166.74","57,338.58","57,420.80","56,842.39","13.46M","-2.01%"
"13-04-2022","58,338.93","58,910.74","59,003.82","58,291.23","6.62M","-0.41%"
"12-04-2022","58,576.37","58,743.50","58,794.78","58,298.57","7.47M","-0.66%"
"11-04-2022","58,964.57","59,333.18","59,355.76","58,894.40","8.97M","-0.81%"
"08-04-2022","59,447.18","59,256.97","59,654.44","58,876.36","8.43M","0.70%"
"07-04-2022","59,034.95","59,402.61","59,504.92","58,977.35","8.27M","-0.97%"
"06-04-2022","59,610.41","59,815.71","59,941.57","59,509.84","10.58M","-0.94%"
"05-04-2022","60,176.50","60,786.07","60,786.07","60,067.18","6.76M","-0.72%"
"04-04-2022","60,611.74","59,764.13","60,845.10","59,760.22","12.57M","2.25%"
"01-04-2022","59,276.69","58,530.73","59,396.62","58,450.04","6.42M","1.21%"
"31-03-2022","58,568.51","58,779.71","58,890.92","58,485.79","4.38M","-0.20%"
"30-03-2022","58,683.99","58,362.85","58,727.78","58,176.00","6.28M","1.28%"
"29-03-2022","57,943.65","57,814.76","58,001.53","57,639.35","12.06M","0.61%"
"28-03-2022","57,593.49","57,472.72","57,638.34","56,825.09","6.30M","0.40%"
"25-03-2022","57,362.20","57,801.72","57,845.37","57,100.24","6.85M","-0.41%"
"24-03-2022","57,595.68","57,190.05","57,827.99","57,138.51","51.43M","-0.15%"
"23-03-2022","57,684.82","58,198.64","58,416.56","57,568.59","9.11M","-0.53%"
"22-03-2022","57,989.30","57,297.57","58,052.87","56,930.30","7.83M","1.22%"
"21-03-2022","57,292.49","58,030.41","58,127.95","57,229.08","6.37M","-0.99%"
"17-03-2022","57,863.93","57,620.28","58,095.84","57,518.06","7.15M","1.84%"
"16-03-2022","56,816.65","56,555.33","56,860.89","56,389.26","6.87M","1.86%"
"15-03-2022","55,776.85","56,663.87","56,720.60","55,418.95","8.14M","-1.26%"
"14-03-2022","56,486.02","55,614.40","56,545.83","55,556.47","9.07M","1.68%"
"11-03-2022","55,550.30","55,218.78","55,833.95","55,049.95","9.67M","0.15%"
"10-03-2022","55,464.39","56,242.47","56,242.47","54,982.82","9.82M","1.50%"
"09-03-2022","54,647.33","53,793.99","54,893.73","53,367.52","14.06M","2.29%"
"08-03-2022","53,424.09","52,430.06","53,484.26","52,260.82","16.28M","1.10%"
"07-03-2022","52,842.75","53,172.51","53,203.87","52,367.10","17.11M","-2.74%"
"04-03-2022","54,333.81","54,653.59","55,013.27","53,887.72","10.99M","-1.40%"
"03-03-2022","55,102.68","55,921.44","55,996.62","54,931.48","9.91M","-0.66%"
"02-03-2022","55,468.90","55,629.30","55,755.09","55,020.10","12.44M","-1.38%"
"28-02-2022","56,247.28","55,329.46","56,324.54","54,833.50","7.73M","0.70%"
"25-02-2022","55,858.52","55,321.72","56,183.70","55,299.28","9.87M","2.44%"
"24-02-2022","54,529.91","55,418.45","55,996.09","54,383.20","15.60M","-4.72%"
"23-02-2022","57,232.06","57,632.94","57,733.37","57,109.24","6.19M","-0.12%"
"22-02-2022","57,300.68","56,438.64","57,505.85","56,394.85","14.14M","-0.66%"
"21-02-2022","57,683.59","57,551.65","58,141.96","57,167.02","6.63M","-0.26%"
"18-02-2022","57,832.97","57,488.39","58,175.35","57,488.39","9.83M","-0.10%"
"17-02-2022","57,892.01","58,217.69","58,346.00","57,635.43","6.44M","-0.18%"
"16-02-2022","57,996.68","58,310.68","58,569.22","57,780.28","7.29M","-0.25%"
"15-02-2022","58,142.05","56,731.56","58,211.38","56,438.47","9.96M","3.08%"
"14-02-2022","56,405.84","56,720.32","57,191.91","56,295.70","8.34M","-3.00%"
"11-02-2022","58,152.92","58,447.15","58,447.15","57,914.10","5.71M","-1.31%"
"10-02-2022","58,926.03","58,810.53","59,060.24","58,332.28","6.68M","0.79%"
"09-02-2022","58,465.97","58,163.01","58,507.61","58,105.18","5.88M","1.14%"
"08-02-2022","57,808.58","57,799.67","57,925.82","57,058.77","8.91M","0.33%"
"07-02-2022","57,621.19","58,549.67","58,707.76","57,299.05","11.54M","-1.75%"
"04-02-2022","58,644.82","58,918.65","58,943.62","58,446.95","7.27M","-0.24%"
"03-02-2022","58,788.02","59,528.16","59,557.87","58,653.94","7.08M","-1.29%"
"02-02-2022","59,558.33","59,293.44","59,618.51","59,193.05","8.55M","1.18%"
"01-02-2022","58,862.57","58,672.86","59,032.20","57,737.66","13.96M","1.46%"
"31-01-2022","58,014.17","57,845.91","58,257.63","57,746.15","7.37M","1.42%"
"28-01-2022","57,200.23","57,795.11","58,084.33","57,119.28","13.02M","-0.13%"
"27-01-2022","57,276.94","57,317.38","57,508.61","56,439.36","10.28M","-1.00%"
"25-01-2022","57,858.15","57,158.63","57,966.93","56,409.63","10.44M","0.64%"
"24-01-2022","57,491.51","59,023.97","59,023.97","56,984.01","10.79M","-2.62%"
"21-01-2022","59,037.18","59,039.37","59,329.63","58,620.93","7.60M","-0.72%"
"20-01-2022","59,464.62","60,045.48","60,045.48","59,068.31","11.80M","-1.06%"
"19-01-2022","60,098.82","60,845.59","60,870.17","59,949.22","6.96M","-1.08%"
"18-01-2022","60,754.86","61,430.77","61,475.15","60,662.57","12.46M","-0.90%"
"17-01-2022","61,308.91","61,219.64","61,385.48","61,107.60","7.62M","0.14%"
"14-01-2022","61,223.03","61,040.32","61,324.59","60,757.03","6.94M","-0.02%"
"13-01-2022","61,235.30","61,259.99","61,348.57","60,949.81","9.33M","0.14%"
"12-01-2022","61,150.04","61,014.37","61,218.19","60,850.93","6.25M","0.88%"
"11-01-2022","60,616.89","60,342.70","60,689.25","60,281.52","6.45M","0.37%"
"10-01-2022","60,395.63","60,070.39","60,427.36","59,987.18","7.57M","1.09%"
"07-01-2022","59,744.65","59,776.10","60,130.18","59,401.44","8.30M","0.24%"
"06-01-2022","59,601.84","59,731.75","59,781.86","59,290.58","6.02M","-1.03%"
"05-01-2022","60,223.15","59,921.98","60,332.72","59,661.38","8.61M","0.61%"
"04-01-2022","59,855.93","59,343.79","59,937.33","59,084.40","9.11M","1.14%"
"03-01-2022","59,183.22","58,310.09","59,266.39","58,306.45","8.20M","1.60%"
"31-12-2021","58,253.82","57,849.76","58,409.30","57,846.52","7.00M","0.80%"
"30-12-2021","57,794.32","57,755.40","58,010.03","57,578.99","7.26M","-0.02%"
"29-12-2021","57,806.49","57,892.31","58,097.07","57,684.58","5.28M","-0.16%"
"28-12-2021","57,897.48","57,751.21","57,952.48","57,650.29","5.45M","0.83%"
"27-12-2021","57,420.24","56,948.33","57,512.01","56,543.08","5.66M","0.52%"
"24-12-2021","57,124.31","57,567.11","57,623.69","56,813.42","6.41M","-0.33%"
"23-12-2021","57,315.28","57,251.15","57,490.52","57,146.28","6.05M","0.68%"
"22-12-2021","56,930.56","56,599.47","56,989.01","56,471.03","6.08M","1.09%"
"21-12-2021","56,319.01","56,320.02","56,900.74","56,047.22","7.45M","0.89%"
"20-12-2021","55,822.01","56,517.26","56,538.15","55,132.68","13.33M","-2.09%"
"17-12-2021","57,011.74","58,021.63","58,062.28","56,950.98","8.57M","-1.54%"
"16-12-2021","57,901.14","58,243.43","58,337.20","57,683.11","5.20M","0.20%"
"15-12-2021","57,788.03","58,122.00","58,218.25","57,671.61","7.59M","-0.57%"
"14-12-2021","58,117.09","58,059.76","58,322.42","57,803.87","6.77M","-0.29%"
"13-12-2021","58,283.42","59,103.72","59,203.37","58,242.80","5.87M","-0.86%"
"10-12-2021","58,786.67","58,696.71","58,859.91","58,414.76","5.58M","-0.03%"
"09-12-2021","58,807.13","58,831.41","58,889.96","58,340.85","7.93M","0.27%"
"08-12-2021","58,649.68","58,158.56","58,702.65","58,122.27","13.41M","1.76%"
"07-12-2021","57,633.65","57,125.98","57,905.63","56,992.27","10.89M","1.56%"
"06-12-2021","56,747.14","57,778.01","57,781.46","56,687.62","7.24M","-1.65%"
"03-12-2021","57,696.46","58,555.58","58,757.09","57,640.57","8.48M","-1.31%"
"02-12-2021","58,461.29","57,781.48","58,513.93","57,680.41","8.15M","1.35%"
"01-12-2021","57,684.79","57,365.85","57,846.45","57,346.78","11.75M","1.09%"
"30-11-2021","57,064.87","57,272.08","58,183.77","56,867.51","8.06M","-0.34%"
"29-11-2021","57,260.58","57,028.04","57,626.51","56,382.93","8.36M","0.27%"
"26-11-2021","57,107.15","58,254.79","58,254.79","56,993.89","8.39M","-2.87%"
"25-11-2021","58,795.09","58,363.93","58,901.58","58,143.86","6.77M","0.78%"
"24-11-2021","58,340.99","58,839.32","58,968.12","58,143.44","8.75M","-0.55%"
"23-11-2021","58,664.33","57,983.95","58,834.95","57,718.34","11.97M","0.34%"
"22-11-2021","58,465.89","59,710.48","59,778.37","58,011.92","10.58M","-1.96%"
"18-11-2021","59,636.01","59,968.75","60,177.52","59,376.50","7.81M","-0.62%"
"17-11-2021","60,008.33","60,179.93","60,426.61","59,944.77","19.87M","-0.52%"
"16-11-2021","60,322.37","60,755.38","60,802.79","60,199.56","6.34M","-0.65%"
"15-11-2021","60,718.71","60,837.40","61,036.56","60,597.36","7.13M","0.05%"
"12-11-2021","60,686.69","60,248.04","60,750.72","59,997.96","6.90M","1.28%"
"11-11-2021","59,919.69","60,291.70","60,293.25","59,656.26","6.16M","-0.72%"
"10-11-2021","60,352.82","60,295.26","60,506.50","59,967.45","7.46M","-0.13%"
"09-11-2021","60,433.45","60,609.72","60,670.47","60,213.64","6.17M","-0.19%"
"08-11-2021","60,545.61","60,385.76","60,609.16","59,779.19","7.49M","0.80%"
"04-11-2021","60,067.62","60,207.97","60,207.97","60,011.46","1.84M","0.49%"
"03-11-2021","59,771.92","60,275.21","60,361.82","59,552.49","8.51M","-0.43%"
"02-11-2021","60,029.06","60,360.61","60,421.14","59,881.75","6.02M","-0.18%"
"01-11-2021","60,138.46","59,577.48","60,220.21","59,355.12","7.21M","1.40%"
"29-10-2021","59,306.93","59,857.33","60,132.81","59,089.37","8.96M","-1.13%"
"28-10-2021","59,984.70","61,081.00","61,081.00","59,777.58","8.60M","-1.89%"
"27-10-2021","61,143.33","61,499.70","61,576.85","60,989.39","8.91M","-0.34%"
"26-10-2021","61,350.26","60,997.90","61,497.71","60,791.29","6.73M","0.63%"
"25-10-2021","60,967.05","61,398.75","61,404.99","60,449.68","10.53M","0.24%"
"22-10-2021","60,821.62","61,044.54","61,420.13","60,551.15","9.39M","-0.17%"
"21-10-2021","60,923.50","61,557.94","61,621.20","60,485.65","7.27M","-0.55%"
"20-10-2021","61,259.96","61,800.07","61,880.36","61,109.29","48.39M","-0.74%"
"19-10-2021","61,716.05","62,156.48","62,245.43","61,594.29","8.58M","-0.08%"
"18-10-2021","61,765.59","61,817.32","61,963.07","61,624.65","11.84M","0.75%"
"14-10-2021","61,305.95","61,088.82","61,353.25","60,978.04","12.60M","0.94%"
"13-10-2021","60,737.05","60,619.91","60,836.63","60,452.29","8.48M","0.75%"
"12-10-2021","60,284.31","60,045.75","60,331.74","59,885.39","6.49M","0.25%"
"11-10-2021","60,135.78","60,099.68","60,476.13","59,811.42","42.49M","0.13%"
"08-10-2021","60,059.06","59,960.39","60,212.30","59,830.93","5.66M","0.64%"
"07-10-2021","59,677.83","59,632.81","59,914.91","59,597.06","5.69M","0.82%"
"06-10-2021","59,189.73","59,942.00","59,963.57","59,079.86","6.95M","-0.93%"
"05-10-2021","59,744.88","59,320.14","59,778.87","59,127.04","12.92M","0.75%"
"04-10-2021","59,299.32","59,143.00","59,548.82","58,952.11","9.96M","0.91%"
"01-10-2021","58,765.58","58,889.77","58,890.08","58,551.14","10.19M","-0.61%"
"30-09-2021","59,126.36","59,549.57","59,557.24","59,019.28","8.91M","-0.48%"
"29-09-2021","59,413.27","59,296.54","59,678.66","59,111.41","16.07M","-0.43%"
"28-09-2021","59,667.60","60,285.89","60,288.44","59,045.53","21.06M","-0.68%"
"27-09-2021","60,077.88","60,303.79","60,412.32","59,887.19","6.23M","0.05%"
"24-09-2021","60,048.47","60,158.76","60,333.00","59,946.55","10.87M","0.27%"
"23-09-2021","59,885.36","59,358.18","59,957.25","59,243.15","44.59M","1.63%"
"22-09-2021","58,927.33","59,166.15","59,178.44","58,878.38","19.22M","-0.13%"
"21-09-2021","59,005.27","58,630.06","59,084.51","58,232.54","9.50M","0.88%"
"20-09-2021","58,490.93","58,634.69","59,202.56","58,389.69","17.40M","-0.89%"
"17-09-2021","59,015.89","59,409.98","59,737.32","58,871.73","13.14M","-0.21%"
"16-09-2021","59,141.16","58,881.04","59,204.29","58,700.50","24.66M","0.71%"
"15-09-2021","58,723.20","58,354.11","58,777.06","58,272.82","9.56M","0.82%"
"14-09-2021","58,247.09","58,482.62","58,482.62","58,214.29","6.71M","0.12%"
"13-09-2021","58,177.76","58,262.11","58,314.64","57,944.63","5.57M","-0.22%"
"09-09-2021","58,305.07","58,172.98","58,334.59","58,084.99","5.33M","0.09%"
"08-09-2021","58,250.26","58,350.56","58,372.94","57,924.48","5.29M","-0.05%"
"07-09-2021","58,279.48","58,418.69","58,553.07","58,005.07","7.45M","-0.03%"
"06-09-2021","58,296.91","58,411.62","58,515.85","58,200.29","5.63M","0.29%"
"03-09-2021","58,129.95","57,983.45","58,194.79","57,764.07","6.14M","0.48%"
"02-09-2021","57,852.54","57,423.65","57,892.37","57,287.79","5.06M","0.90%"
"01-09-2021","57,338.21","57,763.53","57,918.71","57,263.90","7.34M","-0.37%"
"31-08-2021","57,552.39","56,995.15","57,625.26","56,859.10","11.21M","1.16%"
"30-08-2021","56,889.76","56,329.25","56,958.27","56,309.86","6.58M","1.36%"
"27-08-2021","56,124.72","55,862.93","56,188.23","55,675.87","6.01M","0.31%"
"26-08-2021","55,949.10","55,988.41","56,112.39","55,854.07","8.35M","0.01%"
"25-08-2021","55,944.21","56,067.06","56,198.13","55,899.96","5.43M","-0.03%"
"24-08-2021","55,958.98","55,647.11","56,023.22","55,536.84","7.59M","0.73%"
"23-08-2021","55,555.79","55,695.84","55,781.17","55,240.29","7.53M","0.41%"
"20-08-2021","55,329.32","55,159.13","55,543.16","55,013.98","6.80M","-0.54%"
"18-08-2021","55,629.49","56,073.31","56,118.57","55,514.89","16.07M","-0.29%"
"17-08-2021","55,792.27","55,565.64","55,854.88","55,386.49","6.82M","0.38%"
"16-08-2021","55,582.58","55,479.74","55,680.75","55,281.02","5.99M","0.26%"
"13-08-2021","55,437.29","54,911.95","55,487.79","54,905.49","14.12M","1.08%"
"12-08-2021","54,843.98","54,641.22","54,874.10","54,536.65","9.33M","0.58%"
"11-08-2021","54,525.93","54,730.65","54,758.74","54,167.20","6.52M","-0.05%"
"10-08-2021","54,554.66","54,461.31","54,779.66","54,308.77","8.73M","0.28%"
"09-08-2021","54,402.85","54,385.71","54,584.73","54,124.27","11.47M","0.23%"
"06-08-2021","54,277.72","54,492.17","54,633.58","54,210.33","7.23M","-0.39%"
"05-08-2021","54,492.84","54,576.64","54,717.24","54,230.89","15.34M","0.23%"
"04-08-2021","54,369.77","54,071.22","54,465.91","54,034.31","14.59M","1.02%"
"03-08-2021","53,823.36","53,125.97","53,887.98","53,088.35","8.12M","1.65%"
"02-08-2021","52,950.63","52,901.28","52,986.77","52,804.08","7.88M","0.69%"
"30-07-2021","52,586.84","52,792.36","52,910.23","52,533.91","9.93M","-0.13%"
"29-07-2021","52,653.07","52,693.53","52,777.18","52,561.39","8.84M","0.40%"
"28-07-2021","52,443.71","52,673.69","52,673.69","51,802.73","8.02M","-0.26%"
"27-07-2021","52,578.76","52,995.72","53,024.70","52,433.18","6.33M","-0.52%"
"26-07-2021","52,852.27","52,985.26","53,103.42","52,783.63","20.89M","-0.23%"
"23-07-2021","52,975.80","52,967.87","53,114.70","52,653.77","12.06M","0.26%"
"22-07-2021","52,837.21","52,494.56","52,867.26","52,471.23","8.33M","1.22%"
"20-07-2021","52,198.51","52,432.88","52,465.03","52,013.51","7.98M","-0.68%"
"19-07-2021","52,553.40","52,606.99","52,821.17","52,405.89","23.78M","-1.10%"
"16-07-2021","53,140.06","53,244.40","53,290.81","52,997.09","6.73M","-0.04%"
"15-07-2021","53,158.85","52,968.89","53,266.12","52,948.43","8.09M","0.48%"
"14-07-2021","52,904.05","52,801.44","52,978.58","52,611.97","9.34M","0.25%"
"13-07-2021","52,769.73","52,694.89","52,806.86","52,545.68","7.94M","0.76%"
"12-07-2021","52,372.69","52,634.33","52,700.51","52,208.96","24.94M","-0.03%"
"09-07-2021","52,386.19","52,508.24","52,555.73","52,228.01","6.44M","-0.35%"
"08-07-2021","52,568.94","53,065.69","53,103.03","52,428.84","6.38M","-0.92%"
"07-07-2021","53,054.76","52,919.71","53,105.41","52,751.76","7.99M","0.37%"
"06-07-2021","52,861.18","52,874.85","53,129.37","52,804.18","6.96M","-0.04%"
"05-07-2021","52,880.00","52,682.89","52,919.17","52,604.35","7.56M","0.75%"
"02-07-2021","52,484.67","52,434.55","52,527.90","52,177.68","6.42M","0.32%"
"01-07-2021","52,318.60","52,638.50","52,638.50","52,281.01","5.78M","-0.31%"
"30-06-2021","52,482.71","52,651.09","52,875.92","52,448.64","9.53M","-0.13%"
"29-06-2021","52,549.66","52,795.76","52,816.42","52,477.77","9.16M","-0.35%"
"28-06-2021","52,735.59","53,126.73","53,126.73","52,673.50","6.22M","-0.36%"
"25-06-2021","52,925.04","52,877.16","52,973.07","52,614.49","10.68M","0.43%"
"24-06-2021","52,699.00","52,514.57","52,830.68","52,385.05","7.86M","0.75%"
"23-06-2021","52,306.08","52,912.35","52,912.35","52,264.12","13.60M","-0.54%"
"22-06-2021","52,588.71","52,885.04","53,057.11","52,520.55","7.73M","0.03%"
"21-06-2021","52,574.46","51,887.55","52,629.18","51,740.19","12.49M","0.44%"
"18-06-2021","52,344.45","52,568.07","52,586.41","51,601.11","11.84M","0.04%"
"17-06-2021","52,323.33","52,122.25","52,523.88","52,040.51","8.85M","-0.34%"
"16-06-2021","52,501.98","52,782.21","52,816.31","52,425.57","12.90M","-0.51%"
"15-06-2021","52,773.05","52,751.83","52,869.51","52,671.29","16.34M","0.42%"
"14-06-2021","52,551.53","52,492.34","52,590.92","51,936.31","9.88M","0.15%"
"11-06-2021","52,474.76","52,477.19","52,641.53","52,388.95","8.52M","0.33%"
"10-06-2021","52,300.47","52,143.90","52,346.35","51,957.92","8.64M","0.69%"
"09-06-2021","51,941.64","52,401.41","52,446.92","51,717.07","15.24M","-0.64%"
"08-06-2021","52,275.57","52,428.72","52,432.43","52,135.04","12.28M","-0.10%"
"07-06-2021","52,328.51","52,231.38","52,378.69","52,054.76","19.77M","0.44%"
"04-06-2021","52,100.05","52,367.52","52,389.02","51,952.70","16.74M","-0.25%"
"03-06-2021","52,232.43","52,121.58","52,273.23","51,942.20","15.00M","0.74%"
"02-06-2021","51,849.48","51,749.10","51,913.92","51,450.58","13.48M","-0.16%"
"01-06-2021","51,934.88","52,067.51","52,228.65","51,808.88","13.39M","0.00%"
"31-05-2021","51,937.44","51,476.22","52,013.22","51,179.94","15.31M","1.00%"
"28-05-2021","51,422.88","51,381.27","51,529.32","51,258.69","15.22M","0.60%"
"27-05-2021","51,115.22","51,128.80","51,282.90","50,891.66","12.27M","0.19%"
"26-05-2021","51,017.52","50,899.58","51,072.61","50,620.45","9.39M","0.75%"
"25-05-2021","50,637.53","50,922.32","50,961.35","50,474.34","10.83M","-0.03%"
"24-05-2021","50,651.90","50,727.28","50,857.59","50,465.90","16.76M","0.22%"
"21-05-2021","50,540.48","49,833.98","50,591.12","49,832.72","18.11M","1.97%"
"20-05-2021","49,564.86","49,971.52","50,099.17","49,496.78","8.32M","-0.68%"
"19-05-2021","49,902.64","50,088.81","50,279.01","49,831.40","13.31M","-0.58%"
"18-05-2021","50,193.33","49,986.68","50,313.25","49,959.20","14.39M","1.24%"
"17-05-2021","49,580.73","48,990.70","49,628.42","48,923.13","20.60M","1.74%"
"14-05-2021","48,732.55","48,898.93","48,898.93","48,473.43","18.17M","0.09%"
"12-05-2021","48,690.80","49,171.28","49,171.28","48,550.72","17.42M","-0.96%"
"11-05-2021","49,161.81","49,066.45","49,304.47","48,988.18","14.97M","-0.69%"
"10-05-2021","49,502.41","49,496.05","49,617.47","49,412.05","12.24M","0.60%"
"07-05-2021","49,206.47","49,169.14","49,417.64","49,036.38","9.23M","0.52%"
"06-05-2021","48,949.76","48,877.78","49,011.31","48,614.11","9.52M","0.56%"
"05-05-2021","48,677.55","48,569.12","48,742.72","48,254.32","12.72M","0.88%"
"04-05-2021","48,253.51","48,881.63","48,996.53","48,149.45","13.20M","-0.95%"
"03-05-2021","48,718.52","48,356.01","48,863.23","48,028.07","14.70M","-0.13%"
"30-04-2021","48,782.36","49,360.89","49,569.42","48,698.08","19.41M","-1.98%"
"29-04-2021","49,765.94","50,093.86","50,375.77","49,535.98","13.23M","0.06%"
"28-04-2021","49,733.84","49,066.64","49,801.48","49,066.64","14.26M","1.61%"
"27-04-2021","48,944.14","48,424.08","49,009.26","48,399.53","10.06M","1.15%"
"26-04-2021","48,386.51","48,197.37","48,667.98","48,152.24","15.23M","1.06%"
"23-04-2021","47,878.45","47,863.81","48,265.39","47,669.55","11.18M","-0.42%"
"22-04-2021","48,080.67","47,501.71","48,143.16","47,204.50","15.84M","0.79%"
"20-04-2021","47,705.80","48,473.04","48,478.34","47,438.50","11.56M","-0.51%"
"19-04-2021","47,949.42","47,940.81","48,020.79","47,362.71","10.52M","-1.81%"
"16-04-2021","48,832.03","48,935.74","49,089.55","48,694.49","11.87M","0.06%"
"15-04-2021","48,803.68","48,512.77","48,887.85","48,010.55","16.11M","0.53%"
"13-04-2021","48,544.06","47,991.53","48,627.43","47,775.32","10.01M","1.38%"
"12-04-2021","47,883.38","48,956.65","48,956.65","47,693.44","19.06M","-3.44%"
"09-04-2021","49,591.32","49,743.39","49,906.91","49,461.01","8.85M","-0.31%"
"08-04-2021","49,746.21","49,885.26","50,118.08","49,581.61","21.77M","0.17%"
"07-04-2021","49,661.76","49,277.09","49,900.13","49,093.90","9.76M","0.94%"
"06-04-2021","49,201.39","49,441.13","49,582.26","48,936.35","9.58M","0.09%"
"05-04-2021","49,159.32","50,020.91","50,028.67","48,580.80","12.65M","-1.74%"
"01-04-2021","50,029.83","49,868.53","50,092.48","49,478.53","8.52M","1.05%"
"31-03-2021","49,509.15","50,049.12","50,050.32","49,442.50","11.94M","-1.25%"
"30-03-2021","50,136.58","49,331.68","50,268.45","49,331.68","10.51M","2.30%"
"26-03-2021","49,008.50","48,969.25","49,234.66","48,699.91","10.58M","1.17%"
"25-03-2021","48,440.12","49,201.98","49,247.95","48,236.35","14.30M","-1.51%"
"24-03-2021","49,180.31","49,786.47","49,854.58","49,120.34","9.18M","-1.74%"
"23-03-2021","50,051.44","49,876.21","50,264.65","49,661.92","13.37M","0.56%"
"22-03-2021","49,771.29","49,878.77","49,878.77","49,281.02","11.63M","-0.17%"
"19-03-2021","49,858.24","48,881.19","50,003.58","48,586.93","17.51M","1.30%"
"18-03-2021","49,216.52","50,161.25","50,296.35","48,962.36","12.61M","-1.17%"
"17-03-2021","49,801.62","50,436.02","50,561.12","49,718.65","12.98M","-1.12%"
"16-03-2021","50,363.96","50,608.42","50,857.98","50,289.44","10.24M","-0.06%"
"15-03-2021","50,395.08","50,773.47","50,834.78","49,799.07","17.60M","-0.78%"
"12-03-2021","50,792.08","51,660.98","51,821.84","50,538.43","12.25M","-0.95%"
"10-03-2021","51,279.51","51,404.68","51,430.43","51,048.93","9.32M","0.50%"
"09-03-2021","51,025.48","50,714.16","51,111.94","50,396.10","12.23M","1.16%"
"08-03-2021","50,441.07","50,654.02","50,985.77","50,318.26","14.22M","0.07%"
"05-03-2021","50,405.32","50,517.36","50,886.19","50,160.54","19.16M","-0.87%"
"04-03-2021","50,846.08","50,812.14","51,256.55","50,539.92","21.85M","-1.16%"
"03-03-2021","51,444.65","50,738.21","51,539.89","50,512.84","15.78M","2.28%"
"02-03-2021","50,296.89","50,258.09","50,439.82","49,807.12","17.47M","0.90%"
"01-03-2021","49,849.84","49,747.71","50,058.42","49,440.46","18.38M","1.53%"
"26-02-2021","49,099.99","50,256.71","50,400.31","48,890.48","23.08M","-3.80%"
"25-02-2021","51,039.31","51,207.61","51,386.12","50,991.76","33.47M","0.51%"
"24-02-2021","50,781.69","49,763.94","50,881.17","49,648.78","45.91M","2.07%"
"23-02-2021","49,751.41","49,994.85","50,327.31","49,659.85","14.85M","0.01%"
"22-02-2021","49,744.32","50,910.51","50,986.03","49,617.37","16.25M","-2.25%"
"19-02-2021","50,889.76","51,238.02","51,432.99","50,624.33","14.98M","-0.85%"
"18-02-2021","51,324.69","51,903.96","51,903.96","51,186.68","18.25M","-0.73%"
"17-02-2021","51,703.83","51,996.94","52,078.15","51,586.34","13.63M","-0.77%"
"16-02-2021","52,104.17","52,400.03","52,516.76","51,863.61","21.14M","-0.10%"
"15-02-2021","52,154.13","51,907.75","52,235.97","51,886.46","14.73M","1.18%"
"12-02-2021","51,544.30","51,614.77","51,804.58","51,260.62","15.09M","0.02%"
"11-02-2021","51,531.52","51,165.84","51,592.45","51,157.31","12.07M","0.43%"
